folio,ordenpersona,diaentrevista,mesentrevista,horaentrevista,minutoentrevista,sexo,parentesco,mesnacimiento,agnonacimiento,tenencialicenciaconducir,tenenciatne,tenenciatarjetaadultomayor,escolaridadcurso,escolaridadnivel,escolaridadtitulo,actividadtrabaja,actividadestudia,actividadjubilado,actividadduenacasa,actividadbuscatrabajo1vez,actividadcesante,actividadotro,actividadotro_e,ocupacionprincipal,actividadeconomica,jornadatrabajo,dondeestudia,lugartrabajocomuna,lugarestudiocomuna,realizoviaje,lugardiaregistroviaje,motivonoviaje,motivonoviaje_e,lugarcomienzodia,sector_lugariniciodia,horasalidahora,horasalidaminuto,numeroviajes,viajescaminata,numeroetapas,freqcaminata,freqprivado,freqbus,freqcolectivo,freqbicicleta,freqavion,comprascomuna,saludcomuna,saludcomunaesp,usotic,usotranspub,percepcioningresos,montoingresopersonal,tramoingresopersonal,montogastotransporte,conocimientocampana,campanadiario,campanaradio,campanatelevision,campanaafiche,campanapasacalle,campanapersonas,edad,tramoedad,ingresopersonal,factorexpansionp
11611,1,3,6,14,8,Hombre,Jefe(a) de hogar,7,1936,No,No,No,3,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por descanso,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Mensual,Mensual,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Menos de $245.000,5000,No,No,No,No,No,No,No,85,Mas de 65 años,245000.0,"11,903"
11611,2,3,6,14,14,Mujeres,Conyuge o Pareja,6,1943,No,No,No,4,Secundarios (Media o Humanidades),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,14.0,45.0,4,3,4,Diario,Nunca,Semanal,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Menos de $245.000,10000,No,No,No,No,No,No,No,79,Mas de 65 años,245000.0,"7,563"
11611,3,3,6,14,23,Hombre,Otro familiar,5,1989,Licencia no profesional B,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Industria,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,9.0,0.0,4,0,4,Semanal,Diario,Anual,Anual,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,30000,No,No,No,No,No,No,No,33,De 30 a 64 años,423000.0,"31,628"
11611,4,3,6,14,31,Hombre,Otro familiar,8,1933,No,No,No,0,"Ninguno, nunca asistio",Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por descanso,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Anual,Mensual,Anual,Anual,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Menos de $245.000,2000,No,No,No,No,No,No,No,88,Mas de 65 años,245000.0,"11,903"
11612,1,1,6,10,15,Mujeres,Jefe(a) de hogar,7,1938,No,No,No,7,Primarios (Basica o Preparatoria),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por descanso,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Semanal,Anual,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Menos de $245.000,10000,No,No,No,No,No,No,No,83,Mas de 65 años,245000.0,"4,678"
11621,1,4,6,15,44,Hombre,Jefe(a) de hogar,4,1962,"Licencia profesional A1, A2, A3, A4, A5",No,No,3,Profesionales,Si,No,No,No,No,No,No,Si,Otro/No clasificable,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,16.0,0.0,2,2,2,Diario,Nunca,Nunca,Diario,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,100000,Si,No,No,No,Si,Si,No,60,De 30 a 64 años,423000.0,"11,973"
11622,1,6,6,10,40,Mujeres,Jefe(a) de hogar,5,1986,No,No,No aplica,5,Universitarios completos,Si,Si,No,No,Si,No,No,No,No aplica,['Empleado u obrero del sector privado'],Educacion,Ocasional,No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,12.0,0.0,5,3,5,Diario,Semanal,Nunca,Diario,Diario,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,50000,Si,No,No,No,Si,Si,No,36,De 30 a 64 años,423000.0,"23,432"
11622,2,6,6,10,52,Mujeres,No familiar,7,1989,Licencia no profesional B,No,No aplica,3,Profesionales,Si,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Otro,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por enfermedad,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Nunca,Nunca,Semanal,Semanal,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,40000,Si,No,No,No,Si,Si,No,32,De 30 a 64 años,423000.0,"23,432"
11631,1,4,6,17,21,Hombre,Jefe(a) de hogar,1,1972,Licencia no profesional B,No,No aplica,6,Universitarios completos,Si,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,9.0,0.0,4,0,4,Semanal,Diario,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $703.001 y $821.000,30000,No,No,No,No,No,No,No,50,De 30 a 64 años,469500.0,"4,822"
11631,2,4,6,17,6,Mujeres,Conyuge o Pareja,11,1979,Licencia no profesional B,No,No aplica,5,Universitarios completos,Si,Si,No,No,Si,No,No,No,No aplica,['Empleado u obrero del sector privado'],Servicio,Ocasional,No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,9.0,0.0,4,0,4,Semanal,Diario,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $703.001 y $821.000,20000,No,No,No,No,No,No,No,42,De 30 a 64 años,469500.0,"5,103"
11631,3,4,6,17,15,Hombre,Hija o Hijo,7,2007,No,No,No aplica,1,Secundarios (Media o Humanidades),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,40.0,4,2,4,Diario,Semanal,Nunca,Semanal,Diario,Nunca,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,0,Si,No,No,No,Si,No,No,14,De 14 a 18 años,0.0,"7,179"
11632,1,5,6,14,50,Hombre,Jefe(a) de hogar,4,1957,Licencia no profesional B,No,No,4,Secundarios (Media o Humanidades),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,10.0,30.0,6,5,6,Diario,Nunca,Nunca,Diario,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,20000,Si,No,Si,No,Si,Si,No,65,Mas de 65 años,423000.0,"17,096"
11632,2,5,6,14,58,Mujeres,Conyuge o Pareja,10,1961,No,No,No,4,Secundarios (Media o Humanidades),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo domestico,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Nunca,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,20000,Si,No,Si,No,No,Si,No,60,De 30 a 64 años,0.0,"13,397"
11641,1,3,6,16,23,Mujeres,Jefe(a) de hogar,7,1952,No,No,No,8,Primarios (Basica o Preparatoria),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Comercio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Nunca,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,10000,No,No,No,No,No,No,No,69,Mas de 65 años,423000.0,"4,678"
11642,1,3,6,16,0,Hombre,Jefe(a) de hogar,12,1943,No,No,No,2,Primarios (Basica o Preparatoria),Desconocido,No,No,No,No,No,No,Si,Pensionado/a,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En otra direccion,Por enfermedad,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Mensual,Mensual,Nunca,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,0,No,No,No,No,No,No,No,78,Mas de 65 años,362500.0,"11,903"
11642,2,3,6,16,2,Hombre,Otro familiar,1,1971,No,No,No aplica,8,Primarios (Basica o Preparatoria),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Otro,Ocasional,No aplica,Puerto natales,Desconocido,No,En otra direccion,Por descanso,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Semanal,Nunca,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,50000,No,No,No,No,No,No,No,51,De 30 a 64 años,423000.0,"14,858"
11642,3,3,6,15,51,Mujeres,Otro familiar,12,2017,No,No,No aplica,1,Pre-basico,Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,Prekinder o kinder,Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,50.0,2,0,2,Mensual,Nunca,Nunca,Diario,Nunca,Nunca,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,20000,No,No,No,No,No,No,No,4,Hasta 4 años,0.0,"23,865"
11642,4,3,6,16,6,Mujeres,Hija o Hijo,10,1967,No,No,No aplica,2,Secundarios (Media o Humanidades),Desconocido,No,No,No,Si,No,Si,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por otro motivo,Cuidado de un familiar,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Nunca,Nunca,Nunca,Semanal,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Menos de $245.000,30000,No,No,No,No,No,No,No,54,De 30 a 64 años,245000.0,"13,529"
11651,1,17,8,19,7,Hombre,Jefe(a) de hogar,8,1985,Licencia no profesional B,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['FF.AA y de Orden'],Sector Publico,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,4,0,4,Semanal,Diario,Nunca,Nunca,Anual,Anual,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $1.275.001 y $1.726.000,80000,No,No,No,No,No,No,No,37,De 30 a 64 años,1088500.0,"5,816"
11651,2,17,8,19,11,Mujeres,Conyuge o Pareja,1,1989,Licencia no profesional B,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector publico'],Educacion,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,3,0,3,Semanal,Diario,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,Si,Si,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,60000,Si,No,Si,No,No,No,No,33,De 30 a 64 años,423000.0,"3,329"
11651,3,18,8,19,17,Hombre,Hija o Hijo,5,2015,No,No,No aplica,1,Primarios (Basica o Preparatoria),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,2,0,2,Semanal,Diario,Nunca,Nunca,Mensual,Anual,Si,Si,Desconocido,No,Si,No tiene ingresos,Desconocido,No responde,10000,No,No,No,No,No,No,No,7,De 5 a 13 años,0.0,"32,847"
11652,1,25,8,17,18,Hombre,Jefe(a) de hogar,8,1993,No,No,No aplica,1,Profesionales,No,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector publico'],Sector Publico,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,2,0,2,Diario,Mensual,Nunca,Diario,Nunca,Anual,Si,Si,Desconocido,Si,Si,"Si, tiene ingresos",Desconocido,Entre $1.275.001 y $1.726.000,40000,Si,No,No,No,No,Si,No,29,De 19 a 29 años,1088500.0,"9,696"
11661,1,1,6,9,0,Hombre,Jefe(a) de hogar,9,1976,Licencia no profesional B,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Industria,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,4.0,0.0,2,1,2,Semanal,Semanal,Anual,Anual,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $1.035.001 y $1.275.000,30000,No,No,No,No,No,No,No,45,De 30 a 64 años,757500.0,"14,858"
11661,2,1,6,9,16,Mujeres,Conyuge o Pareja,3,1974,Licencia no profesional B,No,No aplica,2,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Ocasional,No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,15.0,30.0,4,2,4,Semanal,Semanal,Anual,Anual,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Menos de $245.000,38000,No,No,No,No,No,No,No,48,De 30 a 64 años,245000.0,"13,529"
11661,3,1,6,9,28,Mujeres,Hija o Hijo,6,2001,No,No,No aplica,1,Universitarios incompletos,No,No,No,No,No,Si,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,16.0,0.0,2,0,2,Semanal,Mensual,Semanal,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,Si,No tiene ingresos,Desconocido,No responde,10000,No,No,No,No,No,No,No,21,De 19 a 29 años,0.0,"12,073"
11661,4,1,6,9,37,Hombre,Otro familiar,8,1994,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,15.0,0.0,2,0,2,Semanal,Mensual,Semanal,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $703.001 y $821.000,30000,No,No,No,No,No,No,No,27,De 19 a 29 años,469500.0,"31,628"
11662,1,1,6,9,57,Hombre,Jefe(a) de hogar,12,1935,No,No,No,4,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por descanso,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Mensual,Anual,Anual,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Menos de $245.000,10000,No,No,No,No,No,No,No,86,Mas de 65 años,245000.0,"7,363"
11671,1,2,6,9,20,Mujeres,Jefe(a) de hogar,12,1949,No,No,No,3,Primarios (Basica o Preparatoria),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,15.0,45.0,2,2,2,Diario,Nunca,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Menos de $245.000,12000,No,No,No,No,No,No,No,72,Mas de 65 años,245000.0,"4,678"
11672,1,1,6,10,52,Mujeres,Jefe(a) de hogar,8,1975,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Servicio domestico puertas afuera'],Servicio,Ocasional,No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,10.0,0.0,2,0,2,Nunca,Anual,Semanal,Diario,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $245.001 y $395.000,75000,No,No,No,No,No,No,No,46,De 30 a 64 años,272500.0,"12,741"
11672,2,1,6,11,2,Hombre,Hija o Hijo,1,1998,No,No,No aplica,2,Universitarios incompletos,No,Si,Si,No,No,No,No,No,No aplica,['Empleado u obrero del sector publico'],Salud,Jornada parcial (menos de 40hrs semanales),Universidad,Puerto natales,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,8.0,0.0,3,0,3,Semanal,Semanal,Semanal,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,50000,No,No,No,No,No,No,No,24,De 19 a 29 años,423000.0,"22,302"
11672,3,1,6,11,14,Mujeres,Hija o Hijo,5,2008,No,No,No aplica,8,Primarios (Basica o Preparatoria),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,45.0,2,0,2,Semanal,Diario,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,0,No,No,No,No,No,No,No,14,De 14 a 18 años,0.0,"15,65"
11681,1,3,6,17,1,Mujeres,Jefe(a) de hogar,1,1950,No,No,No,7,Primarios (Basica o Preparatoria),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,13.0,45.0,4,1,4,Diario,Mensual,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Menos de $245.000,10000,No,No,No,No,No,No,No,72,Mas de 65 años,245000.0,"7,123"
11681,2,3,6,17,10,Hombre,Conyuge o Pareja,10,1947,Licencia no profesional B,No,No,8,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,13.0,45.0,3,0,3,Mensual,Mensual,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Menos de $245.000,25000,No,No,No,No,No,No,No,74,Mas de 65 años,245000.0,"11,21"
11681,3,3,6,17,24,Mujeres,Otro familiar,2,2007,No,No,No aplica,2,Secundarios (Media o Humanidades),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,15.0,2,2,2,Diario,Mensual,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,5000,No,No,No,No,No,No,No,15,De 14 a 18 años,0.0,"15,65"
11682,1,2,6,9,58,Hombre,Jefe(a) de hogar,1,1967,"Licencia profesional A1, A2, A3, A4, A5",No,No aplica,1,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,10.0,0.0,2,0,2,Semanal,Diario,Anual,Anual,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,50000,No,No,No,No,No,No,No,55,De 30 a 64 años,362500.0,"14,858"
11682,2,2,6,10,13,Mujeres,Hija o Hijo,5,2005,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,45.0,2,1,2,Diario,Diario,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,0,No,No,No,No,No,No,No,17,De 14 a 18 años,0.0,"16,617"
11682,3,2,6,10,21,Mujeres,Conyuge o Pareja,11,1964,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector publico'],Educacion,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,4,0,4,Semanal,Diario,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,10000,No,No,No,No,No,No,No,57,De 30 a 64 años,362500.0,"15,779"
11682,4,2,6,10,27,Hombre,Hija o Hijo,1,1997,No,No,No aplica,3,Profesionales,Si,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector publico'],Educacion,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,45.0,4,0,4,Semanal,Diario,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,20000,No,No,No,No,No,No,No,25,De 19 a 29 años,362500.0,"31,628"
11691,1,3,6,14,49,Hombre,Jefe(a) de hogar,9,1967,Licencia no profesional B,No,No aplica,5,Universitarios completos,Si,Si,No,No,No,No,No,No,No aplica,['Patron o empleador'],Servicio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,5,0,5,Mensual,Diario,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $560.001 y $703.000,100000,No,No,No,No,No,No,No,54,De 30 a 64 años,423000.0,"9,19"
11692,1,2,6,9,0,Mujeres,Jefe(a) de hogar,4,1963,"Licencia profesional A1, A2, A3, A4, A5",No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,8.0,0.0,2,0,2,Mensual,Diario,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Menos de $245.000,40000,No,No,No,No,No,No,No,59,De 30 a 64 años,245000.0,"12,027"
11692,2,2,6,9,10,Hombre,Conyuge o Pareja,1,1963,"Licencia profesional A1, A2, A3, A4, A5",No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,8.0,0.0,2,0,2,Mensual,Diario,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Menos de $245.000,40000,Si,No,No,No,Si,No,No,59,De 30 a 64 años,245000.0,"10,626"
11701,1,2,6,18,55,Mujeres,Jefe(a) de hogar,1,1938,No,No,No,4,Primarios (Basica o Preparatoria),Desconocido,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo domestico,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Nunca,Mensual,Nunca,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",180000.0,Menos de $245.000,2000,Si,No,Si,No,No,No,No,84,Mas de 65 años,180000.0,"4,678"
